"","","5%","95%"
"b[fidino species:Savannah_Sparrow]",1.40776791693352,0.661565991111673,2.23822390637595
"b[(Intercept) species:Scarlet_Tanager]",-0.0871099459332778,-0.718058311691381,0.530855789090972
"b[dreuth species:Scarlet_Tanager]",0.0525817768111945,-0.38090746234935,0.487046424523602
"b[fidino species:Scarlet_Tanager]",0.439792218146632,-0.225857275596653,1.1126638401062
"b[(Intercept) species:Song_Sparrow]",2.36455526637357,1.96311140627295,2.76021975482162
"b[dreuth species:Song_Sparrow]",-0.413560405639388,-0.720577012483926,-0.114964592233401
"b[fidino species:Song_Sparrow]",0.401826382358799,-0.0396636393272101,0.856332094554312
"b[(Intercept) species:Summer_Tanager]",-3.24398455936024,-4.64895411375351,-2.07157567467472
"b[dreuth species:Summer_Tanager]",-0.0717883720984671,-1.46012935922702,1.33525856185344
"b[fidino species:Summer_Tanager]",0.230343702032746,-1.45529457920977,1.91509882831412
"b[(Intercept) species:Swainson's_Thrush]",1.23137980757245,0.84385528628439,1.62029068292596
"b[dreuth species:Swainson's_Thrush]",0.694046460067088,0.370651831063781,1.01706438395351
"b[fidino species:Swainson's_Thrush]",-0.0775305375238156,-0.561214692047272,0.394075383229835
"b[(Intercept) species:Swamp_Sparrow]",1.03663141803514,0.503022081485806,1.56158389909673
"b[dreuth species:Swamp_Sparrow]",0.763720550787967,0.428771440701906,1.10162502771289
"b[fidino species:Swamp_Sparrow]",0.378771383019798,-0.173043642182007,0.922877345343152
"b[(Intercept) species:Tennessee_Warbler]",-2.40970653109336,-3.39126842239469,-1.58459569562844
"b[dreuth species:Tennessee_Warbler]",1.7280860128136,0.882480014500931,2.71081264610092
"b[fidino species:Tennessee_Warbler]",0.700700207858628,-0.508248786344273,1.91979107965622
"b[(Intercept) species:Tree_Swallow]",1.21034399714672,0.303592226435731,2.11453382438553
"b[dreuth species:Tree_Swallow]",-2.67093123830558,-3.29499660076595,-2.11227316412679
"b[fidino species:Tree_Swallow]",-1.72434882488042,-2.62534274258978,-0.841676398214741
"b[(Intercept) species:Veery]",1.9895855266532,1.47414355335719,2.49033693043039
"b[dreuth species:Veery]",-1.28601548642917,-1.63514617138731,-0.945374377908347
"b[fidino species:Veery]",-2.62034218192305,-3.30085484952054,-1.97311399295052
"b[(Intercept) species:Vesper_Sparrow]",-0.755355957449815,-1.37028406723436,-0.16097320216183
"b[dreuth species:Vesper_Sparrow]",0.298703296179266,-0.284989273745096,0.903555566620084
"b[fidino species:Vesper_Sparrow]",-0.233769090300916,-1.06327707370477,0.537017655959668
"b[(Intercept) species:Warbling_Vireo]",-0.154290148753129,-0.623082323182183,0.30105511034236
"b[dreuth species:Warbling_Vireo]",-0.405073471605498,-0.902872241523644,0.0934436529215222
"b[fidino species:Warbling_Vireo]",1.34639763785891,0.839244697114234,1.8735882654316
"b[(Intercept) species:White-breasted_Nuthatch]",0.996792783149571,0.242268525311634,1.76290068325184
"b[dreuth species:White-breasted_Nuthatch]",-1.86022445532257,-2.4136384751336,-1.34955904920484
"b[fidino species:White-breasted_Nuthatch]",-3.50179549322678,-4.48666029635357,-2.60548134559216
"b[(Intercept) species:White-crowned_Sparrow]",0.92531305033635,0.471029885389046,1.37845223230847
"b[dreuth species:White-crowned_Sparrow]",0.0259824471666883,-0.30906314211404,0.357252589839803
"b[fidino species:White-crowned_Sparrow]",0.15737723897064,-0.3224408795843,0.635688953600911
"b[(Intercept) species:White-throated_Sparrow]",1.94538222613876,1.50828988986435,2.37754369390118
"b[dreuth species:White-throated_Sparrow]",0.12486137308612,-0.171517527230312,0.425178636799775
"b[fidino species:White-throated_Sparrow]",-0.807228411386164,-1.27545169655306,-0.333262865654645
"b[(Intercept) species:Wilson's_Warbler]",-0.0528990997873022,-0.491584385019463,0.373568213316736
"b[dreuth species:Wilson's_Warbler]",1.04112227436182,0.6300017702172,1.46140676561555
"b[fidino species:Wilson's_Warbler]",0.700658628467725,0.200353549631705,1.23052020417289
"b[(Intercept) species:Winter_Wren]",-0.3320384853014,-0.985672168918794,0.298754356578142
"b[dreuth species:Winter_Wren]",-1.98133404401793,-2.78532074895773,-1.26771655348351
"b[fidino species:Winter_Wren]",-2.29943491613304,-3.28863013422138,-1.39656061820662
"b[(Intercept) species:Wood_Thrush]",-0.158534094757111,-0.653551984169859,0.322587304648359
"b[dreuth species:Wood_Thrush]",-0.363104632654726,-0.913539057614191,0.188713166661158
"b[fidino species:Wood_Thrush]",-0.0822010502633225,-0.761950319187846,0.587098282082391
"b[(Intercept) species:Yellow_Warbler]",2.26792096710329,1.6503100212379,2.87088299469366
"b[dreuth species:Yellow_Warbler]",-0.634212303096626,-0.953420454063606,-0.314392647151037
"b[fidino species:Yellow_Warbler]",-0.932001012928073,-1.52409058957063,-0.346750351227677
"b[(Intercept) species:Yellow-bellied_Flycatcher]",-0.805804725563356,-1.41163205966281,-0.256297661565398
"b[dreuth species:Yellow-bellied_Flycatcher]",1.02821360074241,0.478657211718151,1.6265875314357
"b[fidino species:Yellow-bellied_Flycatcher]",1.16353902604518,0.463243515598964,1.88321480328307
"b[(Intercept) species:Yellow-bellied_Sapsucker]",1.56523132546698,1.11587316731962,2.01091510685501
"b[dreuth species:Yellow-bellied_Sapsucker]",-0.643499770430187,-0.962971845975369,-0.322026865009751
"b[fidino species:Yellow-bellied_Sapsucker]",-1.0913387190448,-1.58554901445327,-0.608395981052977
"b[(Intercept) species:Yellow-billed_Cuckoo]",-0.38482923528094,-0.998392503785142,0.231172387970341
"b[dreuth species:Yellow-billed_Cuckoo]",-1.38428163814568,-2.08147852934189,-0.747056852664073
"b[fidino species:Yellow-billed_Cuckoo]",-1.66194209284058,-2.88306779836458,-0.620648547632926
"b[(Intercept) species:Yellow-breasted_Chat]",-1.33109812257181,-2.15591971847471,-0.576841818396373
"b[dreuth species:Yellow-breasted_Chat]",-0.967275989574867,-2.0275387683993,0.0234186047305531
"b[fidino species:Yellow-breasted_Chat]",-0.59741255739723,-1.9293366037559,0.599934373120763
"b[(Intercept) species:Yellow-headed_Blackbird]",-3.00418613201087,-4.4539658940553,-1.79934023103082
"b[dreuth species:Yellow-headed_Blackbird]",-0.0914599579772966,-1.57027099855981,1.34807146332369
"b[fidino species:Yellow-headed_Blackbird]",-0.18095753596695,-2.32373064716,1.78374137207806
"b[(Intercept) species:Yellow-rumped_Warbler]",1.55439241100214,1.11629205237488,1.98524455835425
"b[dreuth species:Yellow-rumped_Warbler]",0.238154612825342,-0.0665561611731342,0.545080308848324
"b[fidino species:Yellow-rumped_Warbler]",-0.123304404964161,-0.580481748064133,0.351356129885962
"b[(Intercept) species:Yellow-throated_Vireo]",-0.654338924674153,-1.24727374598883,-0.0894606336871763
"b[dreuth species:Yellow-throated_Vireo]",-1.21825353346724,-2.0437097829829,-0.4688376323547
"b[fidino species:Yellow-throated_Vireo]",0.124008599355119,-0.742321123030796,0.955630871068765
