"Date","ModernName","Time","n","Observer"
2014-03-13,"wood duck","6H 59M 0S",1,"MF"
2014-03-14,"american crow","7H 0M 0S",7,"MF"
2014-03-14,"american goldfinch","7H 0M 0S",3,"MF"
2014-03-14,"american robin","7H 0M 0S",1,"MF"
2014-03-14,"american tree sparrow","7H 0M 0S",1,"MF"
2014-03-14,"black capped chickadee","7H 0M 0S",3,"MF"
2014-03-14,"canada goose","7H 0M 0S",164,"MF"
2014-03-14,"common grackle","7H 0M 0S",4,"MF"
2014-03-14,"cooper's hawk","7H 0M 0S",1,"MF"
2014-03-14,"dark eyed junco","7H 0M 0S",3,"MF"
2014-03-14,"downy woodpecker","7H 0M 0S",3,"MF"
2014-03-14,"european starling","7H 0M 0S",16,"MF"
2014-03-14,"herring gull","7H 0M 0S",1,"MF"
2014-03-14,"house finch","7H 0M 0S",1,"MF"
2014-03-14,"house sparrow","7H 0M 0S",47,"MF"
2014-03-14,"lesser scaup","7H 0M 0S",2,"MF"
2014-03-14,"mallard","7H 0M 0S",249,"MF"
2014-03-14,"northern cardinal","7H 0M 0S",3,"MF"
2014-03-14,"red breasted merganser","7H 0M 0S",22,"MF"
2014-03-14,"red winged blackbird","7H 0M 0S",19,"MF"
2014-03-14,"ring billed gull","7H 0M 0S",8,"MF"
2014-03-14,"wood duck","7H 0M 0S",3,"MF"
2014-03-17,"american crow","8H 32M 0S",4,"MF"
2014-03-17,"american tree sparrow","8H 32M 0S",1,"MF"
2014-03-17,"black capped chickadee","8H 32M 0S",17,"MF"
2014-03-17,"canada goose","8H 32M 0S",20,"MF"
2014-03-17,"common grackle","8H 32M 0S",2,"MF"
2014-03-17,"common merganser","8H 32M 0S",6,"MF"
2014-03-17,"dark eyed junco","8H 32M 0S",5,"MF"
2014-03-17,"downy woodpecker","8H 32M 0S",2,"MF"
2014-03-17,"european starling","8H 32M 0S",6,"MF"
2014-03-17,"greylag goose","8H 32M 0S",2,"MF"
2014-03-17,"hairy woodpecker","8H 32M 0S",2,"MF"
2014-03-17,"herring gull","8H 32M 0S",1,"MF"
2014-03-17,"house sparrow","8H 32M 0S",45,"MF"
2014-03-17,"lesser scaup","8H 32M 0S",3,"MF"
2014-03-17,"mallard","8H 32M 0S",185,"MF"
2014-03-17,"northern cardinal","8H 32M 0S",3,"MF"
2014-03-17,"red breasted merganser","8H 32M 0S",31,"MF"
2014-03-17,"red winged blackbird","8H 32M 0S",9,"MF"
2014-03-17,"redhead","8H 32M 0S",3,"MF"
2014-03-17,"song sparrow","8H 32M 0S",2,"MF"
2014-03-18,"american crow","7H 9M 0S",2,"MF"
2014-03-18,"american robin","7H 9M 0S",2,"MF"
2014-03-18,"american tree sparrow","7H 9M 0S",2,"MF"
2014-03-18,"black capped chickadee","7H 9M 0S",2,"MF"
2014-03-18,"canada goose","7H 9M 0S",57,"MF"
2014-03-18,"common grackle","7H 9M 0S",8,"MF"
2014-03-18,"common merganser","7H 9M 0S",5,"MF"
2014-03-18,"dark eyed junco","7H 9M 0S",8,"MF"
2014-03-18,"domestic duck","7H 9M 0S",1,"MF"
2014-03-18,"downy woodpecker","7H 9M 0S",10,"MF"
2014-03-18,"european starling","7H 9M 0S",11,"MF"
2014-03-18,"herring gull","7H 9M 0S",1,"MF"
2014-03-18,"house finch","7H 9M 0S",2,"MF"
2014-03-18,"house sparrow","7H 9M 0S",44,"MF"
2014-03-18,"lesser scaup","7H 9M 0S",3,"MF"
2014-03-18,"mallard","7H 9M 0S",195,"MF"
2014-03-18,"northern cardinal","7H 9M 0S",5,"MF"
2014-03-18,"red breasted merganser","7H 9M 0S",9,"MF"
2014-03-18,"red winged blackbird","7H 9M 0S",10,"MF"
2014-03-18,"redhead","7H 9M 0S",3,"MF"
2014-03-18,"ring billed gull","7H 9M 0S",51,"MF"
2014-03-18,"song sparrow","7H 9M 0S",3,"MF"
2014-03-20,"american black duck","7H 23M 0S",1,"MF"
2014-03-20,"american crow","7H 23M 0S",6,"MF"
2014-03-20,"american robin","7H 23M 0S",3,"MF"
2014-03-20,"american tree sparrow","7H 23M 0S",3,"MF"
2014-03-20,"black capped chickadee","7H 23M 0S",3,"MF"
2014-03-20,"canada goose","7H 23M 0S",69,"MF"
2014-03-20,"common grackle","7H 23M 0S",45,"MF"
2014-03-20,"common merganser","7H 23M 0S",5,"MF"
2014-03-20,"dark eyed junco","7H 23M 0S",13,"MF"
2014-03-20,"downy woodpecker","7H 23M 0S",2,"MF"
2014-03-20,"european starling","7H 23M 0S",4,"MF"
2014-03-20,"fox sparrow","7H 23M 0S",1,"MF"
2014-03-20,"hairy woodpecker","7H 23M 0S",1,"MF"
2014-03-20,"herring gull","7H 23M 0S",6,"MF"
2014-03-20,"hooded merganser","7H 23M 0S",1,"MF"
2014-03-20,"house sparrow","7H 23M 0S",18,"MF"
2014-03-20,"lesser scaup","7H 23M 0S",3,"MF"
2014-03-20,"mallard","7H 23M 0S",177,"MF"
2014-03-20,"northern cardinal","7H 23M 0S",3,"MF"
2014-03-20,"red breasted merganser","7H 23M 0S",13,"MF"
2014-03-20,"red winged blackbird","7H 23M 0S",42,"MF"
2014-03-20,"redhead","7H 23M 0S",2,"MF"
2014-03-20,"ring billed gull","7H 23M 0S",98,"MF"
2014-03-20,"song sparrow","7H 23M 0S",11,"MF"
2014-03-20,"wood duck","7H 23M 0S",8,"MF"
2014-03-21,"american crow","8H 19M 0S",7,"MF"
2014-03-21,"american robin","8H 19M 0S",8,"MF"
2014-03-21,"american tree sparrow","8H 19M 0S",2,"MF"
2014-03-21,"black crowned night heron","8H 19M 0S",5,"MF"
2014-03-21,"canada goose","8H 19M 0S",14,"MF"
2014-03-21,"common grackle","8H 19M 0S",16,"MF"
2014-03-21,"common merganser","8H 19M 0S",5,"MF"
2014-03-21,"cooper's hawk","8H 19M 0S",1,"MF"
2014-03-21,"dark eyed junco","8H 19M 0S",21,"MF"
2014-03-21,"domestic duck","8H 19M 0S",2,"MF"
2014-03-21,"downy woodpecker","8H 19M 0S",2,"MF"
2014-03-21,"european starling","8H 19M 0S",13,"MF"
2014-03-21,"greylag goose","8H 19M 0S",2,"MF"
2014-03-21,"herring gull","8H 19M 0S",5,"MF"
2014-03-21,"house finch","8H 19M 0S",1,"MF"
2014-03-21,"house sparrow","8H 19M 0S",39,"MF"
2014-03-21,"lesser scaup","8H 19M 0S",2,"MF"
2014-03-21,"mallard","8H 19M 0S",189,"MF"
2014-03-21,"northern cardinal","8H 19M 0S",4,"MF"
2014-03-21,"red breasted merganser","8H 19M 0S",20,"MF"
2014-03-21,"red winged blackbird","8H 19M 0S",14,"MF"
2014-03-21,"redhead","8H 19M 0S",3,"MF"
2014-03-21,"ring billed gull","8H 19M 0S",28,"MF"
2014-03-21,"rock pigeon","8H 19M 0S",8,"MF"
2014-03-21,"song sparrow","8H 19M 0S",12,"MF"
2014-03-21,"wood duck","8H 19M 0S",2,"MF"
2014-03-24,"american crow","8H 21M 0S",1,"MF"
2014-03-24,"american goldfinch","8H 21M 0S",1,"MF"
2014-03-24,"american robin","8H 21M 0S",1,"MF"
2014-03-24,"american tree sparrow","8H 21M 0S",2,"MF"
2014-03-24,"black capped chickadee","8H 21M 0S",1,"MF"
2014-03-24,"black crowned night heron","8H 21M 0S",4,"MF"
2014-03-24,"canada goose","8H 21M 0S",21,"MF"
2014-03-24,"common goldeneye","8H 21M 0S",2,"MF"
2014-03-24,"common grackle","8H 21M 0S",11,"MF"
2014-03-24,"cooper's hawk","8H 21M 0S",1,"MF"
2014-03-24,"dark eyed junco","8H 21M 0S",7,"MF"
2014-03-24,"european starling","8H 21M 0S",10,"MF"
2014-03-24,"greylag goose","8H 21M 0S",2,"MF"
2014-03-24,"herring gull","8H 21M 0S",5,"MF"
2014-03-24,"house sparrow","8H 21M 0S",48,"MF"
2014-03-24,"lesser scaup","8H 21M 0S",3,"MF"
2014-03-24,"mallard","8H 21M 0S",139,"MF"
2014-03-24,"mourning dove","8H 21M 0S",1,"MF"
2014-03-24,"northern cardinal","8H 21M 0S",3,"MF"
2014-03-24,"red breasted merganser","8H 21M 0S",11,"MF"
2014-03-24,"red winged blackbird","8H 21M 0S",20,"MF"
2014-03-24,"redhead","8H 21M 0S",3,"MF"
2014-03-24,"ring billed gull","8H 21M 0S",23,"MF"
2014-03-24,"rock pigeon","8H 21M 0S",25,"MF"
2014-03-24,"song sparrow","8H 21M 0S",4,"MF"
2014-03-24,"wood duck","8H 21M 0S",2,"MF"
2014-03-25,"american crow","8H 29M 0S",4,"MF"
2014-03-25,"american robin","8H 29M 0S",2,"MF"
2014-03-25,"american tree sparrow","8H 29M 0S",2,"MF"
2014-03-25,"black capped chickadee","8H 29M 0S",2,"MF"
2014-03-25,"black crowned night heron","8H 29M 0S",4,"MF"
2014-03-25,"canada goose","8H 29M 0S",33,"MF"
2014-03-25,"common goldeneye","8H 29M 0S",6,"MF"
2014-03-25,"common grackle","8H 29M 0S",2,"MF"
2014-03-25,"common merganser","8H 29M 0S",3,"MF"
2014-03-25,"dark eyed junco","8H 29M 0S",19,"MF"
2014-03-25,"downy woodpecker","8H 29M 0S",2,"MF"
2014-03-25,"european starling","8H 29M 0S",9,"MF"
2014-03-25,"herring gull","8H 29M 0S",6,"MF"
2014-03-25,"house sparrow","8H 29M 0S",50,"MF"
2014-03-25,"lesser scaup","8H 29M 0S",3,"MF"
2014-03-25,"mallard","8H 29M 0S",191,"MF"
2014-03-25,"northern cardinal","8H 29M 0S",2,"MF"
2014-03-25,"red breasted merganser","8H 29M 0S",20,"MF"
2014-03-25,"red winged blackbird","8H 29M 0S",15,"MF"
2014-03-25,"redhead","8H 29M 0S",4,"MF"
2014-03-25,"ring billed gull","8H 29M 0S",39,"MF"
2014-03-25,"rock pigeon","8H 29M 0S",6,"MF"
2014-03-25,"song sparrow","8H 29M 0S",7,"MF"
2014-03-26,"american crow","7H 52M 0S",6,"MF"
2014-03-26,"american robin","7H 52M 0S",6,"MF"
2014-03-26,"american tree sparrow","7H 52M 0S",1,"MF"
2014-03-26,"black capped chickadee","7H 52M 0S",2,"MF"
2014-03-26,"black crowned night heron","7H 52M 0S",3,"MF"
2014-03-26,"canada goose","7H 52M 0S",38,"MF"
2014-03-26,"common goldeneye","7H 52M 0S",19,"MF"
2014-03-26,"common grackle","7H 52M 0S",19,"MF"
2014-03-26,"dark eyed junco","7H 52M 0S",12,"MF"
2014-03-26,"downy woodpecker","7H 52M 0S",2,"MF"
2014-03-26,"european starling","7H 52M 0S",5,"MF"
2014-03-26,"herring gull","7H 52M 0S",1,"MF"
2014-03-26,"house sparrow","7H 52M 0S",43,"MF"
2014-03-26,"lesser scaup","7H 52M 0S",2,"MF"
2014-03-26,"mallard","7H 52M 0S",155,"MF"
2014-03-26,"northern cardinal","7H 52M 0S",3,"MF"
2014-03-26,"red breasted merganser","7H 52M 0S",9,"MF"
2014-03-26,"red winged blackbird","7H 52M 0S",15,"MF"
2014-03-26,"redhead","7H 52M 0S",3,"MF"
2014-03-26,"ring billed gull","7H 52M 0S",42,"MF"
2014-03-26,"song sparrow","7H 52M 0S",12,"MF"
2014-03-26,"wood duck","7H 52M 0S",4,"MF"
2014-03-28,"american coot","9H 1M 0S",1,"MF"
2014-03-28,"american crow","9H 1M 0S",6,"MF"
2014-03-28,"american goldfinch","9H 1M 0S",1,"MF"
2014-03-28,"american robin","9H 1M 0S",11,"MF"
2014-03-28,"american tree sparrow","9H 1M 0S",1,"MF"
2014-03-28,"black capped chickadee","9H 1M 0S",3,"MF"
2014-03-28,"black crowned night heron","9H 1M 0S",3,"MF"
2014-03-28,"brown creeper","9H 1M 0S",1,"MF"
2014-03-28,"bufflehead","9H 1M 0S",2,"MF"
2014-03-28,"canada goose","9H 1M 0S",48,"MF"
2014-03-28,"common goldeneye","9H 1M 0S",2,"MF"
2014-03-28,"common grackle","9H 1M 0S",9,"MF"
2014-03-28,"dark eyed junco","9H 1M 0S",23,"MF"
2014-03-28,"downy woodpecker","9H 1M 0S",1,"MF"
2014-03-28,"european starling","9H 1M 0S",10,"MF"
2014-03-28,"fox sparrow","9H 1M 0S",1,"MF"
2014-03-28,"herring gull","9H 1M 0S",3,"MF"
2014-03-28,"hooded merganser","9H 1M 0S",1,"MF"
2014-03-28,"house sparrow","9H 1M 0S",42,"MF"
2014-03-28,"mallard","9H 1M 0S",36,"MF"
2014-03-28,"northern cardinal","9H 1M 0S",3,"MF"
2014-03-28,"northern flicker","9H 1M 0S",2,"MF"
2014-03-28,"red breasted merganser","9H 1M 0S",6,"MF"
2014-03-28,"red winged blackbird","9H 1M 0S",10,"MF"
2014-03-28,"redhead","9H 1M 0S",3,"MF"
2014-03-28,"ring billed gull","9H 1M 0S",45,"MF"
2014-03-28,"rock pigeon","9H 1M 0S",45,"MF"
2014-03-28,"song sparrow","9H 1M 0S",18,"MF"
2014-03-28,"yellow bellied sapsucker","9H 1M 0S",1,"MF"
2014-03-31,"american coot","8H 26M 0S",4,"MF"
2014-03-31,"american crow","8H 26M 0S",12,"MF"
2014-03-31,"american robin","8H 26M 0S",16,"MF"
2014-03-31,"american tree sparrow","8H 26M 0S",3,"MF"
2014-03-31,"black capped chickadee","8H 26M 0S",3,"MF"
2014-03-31,"black crowned night heron","8H 26M 0S",7,"MF"
2014-03-31,"bufflehead","8H 26M 0S",2,"MF"
2014-03-31,"canada goose","8H 26M 0S",33,"MF"
2014-03-31,"common grackle","8H 26M 0S",33,"MF"
2014-03-31,"dark eyed junco","8H 26M 0S",57,"MF"
2014-03-31,"downy woodpecker","8H 26M 0S",2,"MF"
2014-03-31,"eastern phoebe","8H 26M 0S",2,"MF"
2014-03-31,"european starling","8H 26M 0S",7,"MF"
2014-03-31,"fox sparrow","8H 26M 0S",6,"MF"
2014-03-31,"greylag goose","8H 26M 0S",2,"MF"
2014-03-31,"house finch","8H 26M 0S",2,"MF"
2014-03-31,"house sparrow","8H 26M 0S",44,"MF"
2014-03-31,"lesser scaup","8H 26M 0S",1,"MF"
2014-03-31,"mallard","8H 26M 0S",94,"MF"
2014-03-31,"northern cardinal","8H 26M 0S",3,"MF"
2014-03-31,"northern flicker","8H 26M 0S",1,"MF"
2014-03-31,"red breasted merganser","8H 26M 0S",3,"MF"
2014-03-31,"red winged blackbird","8H 26M 0S",16,"MF"
2014-03-31,"ring billed gull","8H 26M 0S",38,"MF"
2014-03-31,"ring necked duck","8H 26M 0S",2,"MF"
2014-03-31,"rock pigeon","8H 26M 0S",40,"MF"
2014-03-31,"song sparrow","8H 26M 0S",23,"MF"
2014-03-31,"wood duck","8H 26M 0S",5,"MF"
2014-04-01,"american coot","7H 45M 0S",2,"MF"
2014-04-01,"american crow","7H 45M 0S",2,"MF"
2014-04-01,"american robin","7H 45M 0S",16,"MF"
2014-04-01,"american tree sparrow","7H 45M 0S",2,"MF"
2014-04-01,"black capped chickadee","7H 45M 0S",11,"MF"
2014-04-01,"black crowned night heron","7H 45M 0S",13,"MF"
2014-04-01,"brown creeper","7H 45M 0S",1,"MF"
2014-04-01,"bufflehead","7H 45M 0S",2,"MF"
2014-04-01,"canada goose","7H 45M 0S",23,"MF"
2014-04-01,"common grackle","7H 45M 0S",16,"MF"
2014-04-01,"common merganser","7H 45M 0S",1,"MF"
2014-04-01,"dark eyed junco","7H 45M 0S",33,"MF"
2014-04-01,"downy woodpecker","7H 45M 0S",3,"MF"
2014-04-01,"eastern phoebe","7H 45M 0S",1,"MF"
2014-04-01,"european starling","7H 45M 0S",5,"MF"
2014-04-01,"fox sparrow","7H 45M 0S",10,"MF"
2014-04-01,"golden crowned kinglet","7H 45M 0S",2,"MF"
2014-04-01,"hooded merganser","7H 45M 0S",1,"MF"
2014-04-01,"house sparrow","7H 45M 0S",35,"MF"
2014-04-01,"lesser scaup","7H 45M 0S",2,"MF"
2014-04-01,"mallard","7H 45M 0S",124,"MF"
2014-04-01,"northern cardinal","7H 45M 0S",4,"MF"
2014-04-01,"northern shoveler","7H 45M 0S",4,"MF"
2014-04-01,"red breasted merganser","7H 45M 0S",20,"MF"
2014-04-01,"red winged blackbird","7H 45M 0S",10,"MF"
2014-04-01,"redhead","7H 45M 0S",1,"MF"
2014-04-01,"ring billed gull","7H 45M 0S",5,"MF"
2014-04-01,"ring necked duck","7H 45M 0S",1,"MF"
2014-04-01,"rock pigeon","7H 45M 0S",23,"MF"
2014-04-01,"savannah sparrow","7H 45M 0S",2,"MF"
2014-04-01,"song sparrow","7H 45M 0S",36,"MF"
2014-04-01,"wood duck","7H 45M 0S",6,"MF"
2014-04-02,"american coot","8H 13M 0S",7,"MF"
2014-04-02,"american crow","8H 13M 0S",6,"MF"
2014-04-02,"american robin","8H 13M 0S",18,"MF"
2014-04-02,"american tree sparrow","8H 13M 0S",4,"MF"
2014-04-02,"black capped chickadee","8H 13M 0S",7,"MF"
2014-04-02,"black crowned night heron","8H 13M 0S",13,"MF"
2014-04-02,"brown creeper","8H 13M 0S",2,"MF"
2014-04-02,"bufflehead","8H 13M 0S",2,"MF"
2014-04-02,"canada goose","8H 13M 0S",27,"MF"
2014-04-02,"common grackle","8H 13M 0S",16,"MF"
2014-04-02,"dark eyed junco","8H 13M 0S",37,"MF"
2014-04-02,"domestic duck","8H 13M 0S",2,"MF"
2014-04-02,"downy woodpecker","8H 13M 0S",2,"MF"
2014-04-02,"european starling","8H 13M 0S",35,"MF"
2014-04-02,"fox sparrow","8H 13M 0S",8,"MF"
2014-04-02,"greylag goose","8H 13M 0S",1,"MF"
2014-04-02,"hooded merganser","8H 13M 0S",2,"MF"
2014-04-02,"house finch","8H 13M 0S",1,"MF"
2014-04-02,"house sparrow","8H 13M 0S",58,"MF"
2014-04-02,"lesser scaup","8H 13M 0S",4,"MF"
2014-04-02,"mallard","8H 13M 0S",109,"MF"
2014-04-02,"northern cardinal","8H 13M 0S",4,"MF"
2014-04-02,"northern flicker","8H 13M 0S",2,"MF"
2014-04-02,"red breasted merganser","8H 13M 0S",15,"MF"
2014-04-02,"red winged blackbird","8H 13M 0S",9,"MF"
2014-04-02,"ring billed gull","8H 13M 0S",31,"MF"
2014-04-02,"rock pigeon","8H 13M 0S",22,"MF"
2014-04-02,"song sparrow","8H 13M 0S",24,"MF"
2014-04-02,"wood duck","8H 13M 0S",5,"MF"
2014-04-02,"yellow bellied sapsucker","8H 13M 0S",2,"MF"
2014-04-04,"american coot","8H 25M 0S",6,"MF"
2014-04-04,"american crow","8H 25M 0S",2,"MF"
2014-04-04,"american robin","8H 25M 0S",14,"MF"
2014-04-04,"black capped chickadee","8H 25M 0S",3,"MF"
2014-04-04,"black crowned night heron","8H 25M 0S",7,"MF"
2014-04-04,"bufflehead","8H 25M 0S",2,"MF"
2014-04-04,"canada goose","8H 25M 0S",26,"MF"
2014-04-04,"common grackle","8H 25M 0S",16,"MF"
2014-04-04,"dark eyed junco","8H 25M 0S",17,"MF"
2014-04-04,"domestic duck","8H 25M 0S",1,"MF"
2014-04-04,"downy woodpecker","8H 25M 0S",3,"MF"
2014-04-04,"eastern phoebe","8H 25M 0S",2,"MF"
2014-04-04,"european starling","8H 25M 0S",8,"MF"
2014-04-04,"fox sparrow","8H 25M 0S",1,"MF"
2014-04-04,"golden crowned kinglet","8H 25M 0S",1,"MF"
2014-04-04,"greylag goose","8H 25M 0S",1,"MF"
2014-04-04,"hermit thrush","8H 25M 0S",2,"MF"
2014-04-04,"herring gull","8H 25M 0S",1,"MF"
2014-04-04,"house finch","8H 25M 0S",1,"MF"
2014-04-04,"house sparrow","8H 25M 0S",64,"MF"
2014-04-04,"lesser scaup","8H 25M 0S",6,"MF"
2014-04-04,"mallard","8H 25M 0S",129,"MF"
2014-04-04,"northern cardinal","8H 25M 0S",2,"MF"
2014-04-04,"northern flicker","8H 25M 0S",4,"MF"
2014-04-04,"red breasted merganser","8H 25M 0S",15,"MF"
2014-04-04,"red winged blackbird","8H 25M 0S",9,"MF"
2014-04-04,"ring billed gull","8H 25M 0S",17,"MF"
2014-04-04,"rock pigeon","8H 25M 0S",61,"MF"
2014-04-04,"song sparrow","8H 25M 0S",5,"MF"
2014-04-04,"wood duck","8H 25M 0S",8,"MF"
2014-04-07,"american coot","8H 40M 0S",5,"MF"
2014-04-07,"american crow","8H 40M 0S",6,"MF"
2014-04-07,"american robin","8H 40M 0S",7,"MF"
2014-04-07,"american tree sparrow","8H 40M 0S",1,"MF"
2014-04-07,"black capped chickadee","8H 40M 0S",2,"MF"
2014-04-07,"black crowned night heron","8H 40M 0S",59,"MF"
2014-04-07,"brown creeper","8H 40M 0S",1,"MF"
2014-04-07,"brown thrasher","8H 40M 0S",2,"MF"
2014-04-07,"bufflehead","8H 40M 0S",3,"MF"
2014-04-07,"canada goose","8H 40M 0S",28,"MF"
2014-04-07,"common grackle","8H 40M 0S",19,"MF"
2014-04-07,"dark eyed junco","8H 40M 0S",61,"MF"
2014-04-07,"downy woodpecker","8H 40M 0S",3,"MF"
2014-04-07,"eastern phoebe","8H 40M 0S",2,"MF"
2014-04-07,"european starling","8H 40M 0S",27,"MF"
2014-04-07,"field sparrow","8H 40M 0S",1,"MF"
2014-04-07,"fox sparrow","8H 40M 0S",3,"MF"
2014-04-07,"golden crowned kinglet","8H 40M 0S",3,"MF"
2014-04-07,"hermit thrush","8H 40M 0S",2,"MF"
2014-04-07,"house sparrow","8H 40M 0S",109,"MF"
2014-04-07,"lesser scaup","8H 40M 0S",2,"MF"
2014-04-07,"mallard","8H 40M 0S",80,"MF"
2014-04-07,"mourning dove","8H 40M 0S",4,"MF"
2014-04-07,"northern cardinal","8H 40M 0S",4,"MF"
2014-04-07,"northern flicker","8H 40M 0S",5,"MF"
2014-04-07,"red breasted merganser","8H 40M 0S",11,"MF"
2014-04-07,"red winged blackbird","8H 40M 0S",13,"MF"
2014-04-07,"ring billed gull","8H 40M 0S",39,"MF"
2014-04-07,"rock pigeon","8H 40M 0S",22,"MF"
2014-04-07,"song sparrow","8H 40M 0S",16,"MF"
2014-04-07,"wood duck","8H 40M 0S",3,"MF"
2014-04-07,"yellow bellied sapsucker","8H 40M 0S",1,"MF"
2014-04-08,"american coot","7H 9M 0S",4,"MF"
2014-04-08,"american crow","7H 9M 0S",4,"MF"
2014-04-08,"american robin","7H 9M 0S",5,"MF"
2014-04-08,"black capped chickadee","7H 9M 0S",9,"MF"
2014-04-08,"black crowned night heron","7H 9M 0S",32,"MF"
2014-04-08,"canada goose","7H 9M 0S",42,"MF"
2014-04-08,"common grackle","7H 9M 0S",28,"MF"
2014-04-08,"cooper's hawk","7H 9M 0S",1,"MF"
2014-04-08,"dark eyed junco","7H 9M 0S",32,"MF"
2014-04-08,"domestic duck","7H 9M 0S",2,"MF"
2014-04-08,"downy woodpecker","7H 9M 0S",1,"MF"
2014-04-08,"eastern phoebe","7H 9M 0S",1,"MF"
2014-04-08,"european starling","7H 9M 0S",5,"MF"
2014-04-08,"field sparrow","7H 9M 0S",1,"MF"
2014-04-08,"golden crowned kinglet","7H 9M 0S",3,"MF"
2014-04-08,"hermit thrush","7H 9M 0S",2,"MF"
2014-04-08,"house finch","7H 9M 0S",5,"MF"
2014-04-08,"house sparrow","7H 9M 0S",32,"MF"
2014-04-08,"lesser scaup","7H 9M 0S",2,"MF"
2014-04-08,"mallard","7H 9M 0S",59,"MF"
2014-04-08,"northern cardinal","7H 9M 0S",4,"MF"
2014-04-08,"northern flicker","7H 9M 0S",3,"MF"
2014-04-08,"red breasted merganser","7H 9M 0S",6,"MF"
2014-04-08,"red winged blackbird","7H 9M 0S",17,"MF"
2014-04-08,"ring billed gull","7H 9M 0S",35,"MF"
2014-04-08,"song sparrow","7H 9M 0S",15,"MF"
2014-04-08,"wood duck","7H 9M 0S",6,"MF"
2014-04-08,"yellow bellied sapsucker","7H 9M 0S",1,"MF"
2014-04-09,"american coot","8H 21M 0S",5,"MF"
2014-04-09,"american crow","8H 21M 0S",5,"MF"
2014-04-09,"american robin","8H 21M 0S",9,"MF"
2014-04-09,"american tree sparrow","8H 21M 0S",1,"MF"
2014-04-09,"black crowned night heron","8H 21M 0S",36,"MF"
2014-04-09,"brown headed cowbird","8H 21M 0S",3,"MF"
2014-04-09,"canada goose","8H 21M 0S",27,"MF"
2014-04-09,"common grackle","8H 21M 0S",13,"MF"
2014-04-09,"dark eyed junco","8H 21M 0S",14,"MF"
2014-04-09,"downy woodpecker","8H 21M 0S",3,"MF"
2014-04-09,"european starling","8H 21M 0S",9,"MF"
2014-04-09,"field sparrow","8H 21M 0S",2,"MF"
2014-04-09,"golden crowned kinglet","8H 21M 0S",5,"MF"
2014-04-09,"house finch","8H 21M 0S",5,"MF"
2014-04-09,"house sparrow","8H 21M 0S",44,"MF"
2014-04-09,"lesser scaup","8H 21M 0S",2,"MF"
2014-04-09,"mallard","8H 21M 0S",89,"MF"
2014-04-09,"mourning dove","8H 21M 0S",2,"MF"
2014-04-09,"northern cardinal","8H 21M 0S",1,"MF"
2014-04-09,"northern flicker","8H 21M 0S",3,"MF"
2014-04-09,"red breasted merganser","8H 21M 0S",15,"MF"
2014-04-09,"red winged blackbird","8H 21M 0S",21,"MF"
2014-04-09,"ring billed gull","8H 21M 0S",22,"MF"
2014-04-09,"rock pigeon","8H 21M 0S",33,"MF"
2014-04-09,"song sparrow","8H 21M 0S",3,"MF"
2014-04-09,"white throated sparrow","8H 21M 0S",1,"MF"
2014-04-09,"yellow bellied sapsucker","8H 21M 0S",1,"MF"
2014-04-10,"american coot","6H 54M 0S",6,"MF"
2014-04-10,"american crow","6H 54M 0S",5,"MF"
2014-04-10,"american pipit","6H 54M 0S",1,"MF"
2014-04-10,"american robin","6H 54M 0S",33,"MF"
2014-04-10,"american tree sparrow","6H 54M 0S",1,"MF"
2014-04-10,"american woodcock","6H 54M 0S",1,"MF"
2014-04-10,"belted kingfisher","6H 54M 0S",2,"MF"
2014-04-10,"black capped chickadee","6H 54M 0S",1,"MF"
2014-04-10,"black crowned night heron","6H 54M 0S",44,"MF"
2014-04-10,"canada goose","6H 54M 0S",24,"MF"
2014-04-10,"common grackle","6H 54M 0S",15,"MF"
2014-04-10,"dark eyed junco","6H 54M 0S",15,"MF"
2014-04-10,"domestic duck","6H 54M 0S",2,"MF"
2014-04-10,"downy woodpecker","6H 54M 0S",5,"MF"
2014-04-10,"european starling","6H 54M 0S",10,"MF"
2014-04-10,"fox sparrow","6H 54M 0S",3,"MF"
2014-04-10,"golden crowned kinglet","6H 54M 0S",2,"MF"
2014-04-10,"great blue heron","6H 54M 0S",1,"MF"
2014-04-10,"hermit thrush","6H 54M 0S",4,"MF"
2014-04-10,"house finch","6H 54M 0S",3,"MF"
2014-04-10,"house sparrow","6H 54M 0S",39,"MF"
2014-04-10,"lesser scaup","6H 54M 0S",2,"MF"
2014-04-10,"mallard","6H 54M 0S",76,"MF"
2014-04-10,"northern cardinal","6H 54M 0S",5,"MF"
2014-04-10,"northern flicker","6H 54M 0S",7,"MF"
2014-04-10,"red breasted merganser","6H 54M 0S",6,"MF"
2014-04-10,"red winged blackbird","6H 54M 0S",11,"MF"
2014-04-10,"ring billed gull","6H 54M 0S",2,"MF"
2014-04-10,"song sparrow","6H 54M 0S",15,"MF"
2014-04-10,"swamp sparrow","6H 54M 0S",2,"MF"
2014-04-10,"wood duck","6H 54M 0S",11,"MF"
2014-04-10,"yellow bellied sapsucker","6H 54M 0S",2,"MF"
2014-04-11,"american coot","8H 28M 0S",7,"MF"
2014-04-11,"american crow","8H 28M 0S",5,"MF"
2014-04-11,"american robin","8H 28M 0S",11,"MF"
2014-04-11,"belted kingfisher","8H 28M 0S",1,"MF"
2014-04-11,"black capped chickadee","8H 28M 0S",4,"MF"
2014-04-11,"black crowned night heron","8H 28M 0S",53,"MF"
2014-04-11,"blue winged teal","8H 28M 0S",2,"MF"
