"ID","ModernName","Date","Notes","Field1"
28,"common loon 
common loon 	4/28/1927
common loon 	4/29/1927
common loon 	4/30/1927
common loon",4/17/1927 0:00:00,,
29,"common loon",4/24/1927 0:00:00,,
30,"common loon",5/1/1927 0:00:00,,
31,"common loon",5/8/1927 0:00:00,,
32,"herring gull",3/6/1927 0:00:00,,
33,"herring gull",3/13/1927 0:00:00,,
34,"herring gull",3/20/1927 0:00:00,,
37,"herring gull",3/27/1927 0:00:00,,
38,"herring gull",4/3/1927 0:00:00,,
39,"herring gull",4/10/1927 0:00:00,,
40,"herring gull",4/24/1927 0:00:00,,
41,"herring gull",5/1/1927 0:00:00,,
42,"herring gull",5/8/1927 0:00:00,,
43,"herring gull",5/29/1927 0:00:00,,
44,"bonaparte's gull",3/20/1927 0:00:00,,
45,"bonaparte's gull",3/27/1927 0:00:00,,
46,"bonaparte's gull",4/3/1927 0:00:00,,
47,"bonaparte's gull",4/10/1927 0:00:00,,
48,"bonaparte's gull",4/17/1927 0:00:00,,
49,"bonaparte's gull",5/1/1927 0:00:00,,
50,"bonaparte's gull",5/8/1927 0:00:00,,
51,"bonaparte's gull",5/15/1927 0:00:00,,
52,"bonaparte's gull",5/29/1927 0:00:00,,
53,"common tern",4/24/1927 0:00:00,,
54,"common tern",5/8/1927 0:00:00,,
55,"common tern",5/15/1927 0:00:00,,
56,"common tern",5/22/1927 0:00:00,,
57,"common tern",5/29/1927 0:00:00,,
58,"common merganser",3/6/1927 0:00:00,,
59,"red-breasted merganser",3/13/1927 0:00:00,,
60,"red-breasted merganser",3/27/1927 0:00:00,,
61,"red-breasted merganser",4/3/1927 0:00:00,,
62,"red-breasted merganser",4/10/1927 0:00:00,,
63,"red-breasted merganser",4/17/1927 0:00:00,,
64,"red-breasted merganser",4/24/1927 0:00:00,,
65,"red-breasted merganser",5/1/1927 0:00:00,,
66,"red-breasted merganser",5/8/1927 0:00:00,,
67,"lesser scaup",3/6/1927 0:00:00,,
68,"lesser scaup",3/13/1927 0:00:00,,
69,"lesser scaup",3/27/1927 0:00:00,,
70,"lesser scaup",4/3/1927 0:00:00,,
71,"lesser scaup",4/10/1927 0:00:00,,
72,"lesser scaup",4/24/1927 0:00:00,,
73,"lesser scaup",5/1/1927 0:00:00,,
74,"common goldeneye",3/6/1927 0:00:00,,
75,"common goldeneye",3/13/1927 0:00:00,,
76,"common goldeneye",3/20/1927 0:00:00,,
77,"common goldeneye",3/27/1927 0:00:00,,
78,"common goldeneye",4/3/1927 0:00:00,,
79,"common goldeneye",4/10/1927 0:00:00,,
80,"long-tailed duck",3/6/1927 0:00:00,,
81,"long-tailed duck",3/13/1927 0:00:00,,
82,"long-tailed duck",3/20/1927 0:00:00,,
83,"long-tailed duck",3/27/1927 0:00:00,,
84,"long-tailed duck",4/3/1927 0:00:00,,
85,"long-tailed duck",4/10/1927 0:00:00,,
86,"long-tailed duck",4/24/1927 0:00:00,,
87,"green heron",5/8/1927 0:00:00,,
88,"green heron",5/22/1927 0:00:00,,
89,"sora",5/1/1927 0:00:00,,
90,"sora",5/8/1927 0:00:00,,
91,"olive-sided flycatcher",5/21/1927 0:00:00,,
92,"olive-sided flycatcher",5/22/1927 0:00:00,,
93,"eastern wood peewee",5/22/1927 0:00:00,,
94,"eastern wood peewee",5/29/1927 0:00:00,,
95,"yellow-bellied flycatcher",5/21/1927 0:00:00,,
96,"yellow-bellied flycatcher",5/22/1927 0:00:00,,
97,"yellow-bellied flycatcher",5/29/1927 0:00:00,,
98,"least flycatcher",5/8/1927 0:00:00,,
99,"least flycatcher",5/15/1927 0:00:00,,
100,"least flycatcher",5/21/1927 0:00:00,,
101,"least flycatcher",5/22/1927 0:00:00,,
102,"least flycatcher",5/29/1927 0:00:00,,
103,"blue jay",5/1/1927 0:00:00,,
104,"blue jay",5/7/1927 0:00:00,,
105,"blue jay",5/8/1927 0:00:00,,
106,"blue jay",5/15/1927 0:00:00,,
107,"blue jay",5/21/1927 0:00:00,,
108,"blue jay",5/22/1927 0:00:00,,
109,"blue jay",5/29/1927 0:00:00,,
110,"american crow",3/13/1927 0:00:00,,
111,"american crow",5/7/1927 0:00:00,,
112,"american crow",5/21/1927 0:00:00,,
113,"bobolink",5/8/1927 0:00:00,,
114,"brown-headed cowbird",4/10/1927 0:00:00,,
115,"brown-headed cowbird",5/8/1927 0:00:00,,
116,"red-winged blackbird",3/6/1927 0:00:00,,
117,"red-winged blackbird",3/20/1927 0:00:00,,
118,"red-winged blackbird",4/17/1927 0:00:00,,
119,"red-winged blackbird",4/24/1927 0:00:00,,
120,"red-winged blackbird",5/1/1927 0:00:00,,
121,"red-winged blackbird",5/8/1927 0:00:00,,
122,"red-winged blackbird",5/15/1927 0:00:00,,
123,"eastern meadowlark",3/13/1927 0:00:00,,
124,"eastern meadowlark",5/1/1927 0:00:00,,
125,"eastern meadowlark",5/7/1927 0:00:00,,
126,"rusty blackbird",4/17/1927 0:00:00,,
127,"common grackle",3/13/1927 0:00:00,,
128,"common grackle",3/20/1927 0:00:00,,
129,"common grackle",3/27/1927 0:00:00,,
130,"common grackle",4/3/1927 0:00:00,,
131,"common grackle",4/10/1927 0:00:00,,
132,"common grackle",4/17/1927 0:00:00,,
133,"common grackle",4/24/1927 0:00:00,,
134,"common grackle",5/1/1927 0:00:00,,
135,"common grackle",5/7/1927 0:00:00,,
136,"common grackle",5/8/1927 0:00:00,,
137,"common grackle",5/15/1927 0:00:00,,
138,"common grackle",5/21/1927 0:00:00,,
139,"common grackle",5/22/1927 0:00:00,,
140,"common grackle",5/29/1927 0:00:00,,
141,"purple finch",4/17/1927 0:00:00,,
142,"american goldfinch",5/15/1927 0:00:00,,
143,"american goldfinch",5/21/1927 0:00:00,,
144,"vesper sparrow",4/10/1927 0:00:00,,
145,"savanna sparrow",4/17/1927 0:00:00,,
146,"grasshopper sparrow",4/17/1927 0:00:00,,
147,"white-crowned sparrow",5/8/1927 0:00:00,,
148,"white-crowned sparrow",5/15/1927 0:00:00,,
149,"white-throated sparrow",4/17/1927 0:00:00,,
150,"white-throated sparrow",4/24/1927 0:00:00,,
151,"white-throated sparrow",5/1/1927 0:00:00,,
152,"white-throated sparrow",5/7/1927 0:00:00,,
153,"white-throated sparrow",5/8/1927 0:00:00,,
154,"white-throated sparrow",5/15/1927 0:00:00,,
155,"white-throated sparrow",5/18/1927 0:00:00,,
156,"white-throated sparrow",5/19/1927 0:00:00,,
157,"white-throated sparrow",5/22/1927 0:00:00,,
158,"american tree sparrow",3/13/1927 0:00:00,,
159,"chipping sparrow",5/8/1927 0:00:00,,
160,"chipping sparrow",5/15/1927 0:00:00,,
161,"field sparrow",3/27/1927 0:00:00,,
162,"field sparrow",4/17/1927 0:00:00,,
163,"field sparrow",4/24/1927 0:00:00,,
164,"field sparrow",5/1/1927 0:00:00,,
165,"field sparrow",5/8/1927 0:00:00,,
166,"dark-eyed junco",3/13/1927 0:00:00,,
167,"dark-eyed junco",3/20/1927 0:00:00,,
168,"dark-eyed junco",3/27/1927 0:00:00,,
169,"dark-eyed junco",4/3/1927 0:00:00,,
170,"dark-eyed junco",4/10/1927 0:00:00,,
171,"dark-eyed junco",4/17/1927 0:00:00,,
172,"dark-eyed junco",5/1/1927 0:00:00,,
173,"song sparrow",3/13/1927 0:00:00,,
174,"song sparrow",3/20/1927 0:00:00,,
175,"song sparrow",3/27/1927 0:00:00,,
176,"song sparrow",4/3/1927 0:00:00,,
177,"song sparrow",4/10/1927 0:00:00,,
178,"song sparrow",4/17/1927 0:00:00,,
179,"song sparrow",4/24/1927 0:00:00,,
180,"song sparrow",5/7/1927 0:00:00,,
181,"song sparrow",5/21/1927 0:00:00,,
182,"lincoln's sparrow",5/1/1927 0:00:00,,
183,"lincoln's sparrow",5/8/1927 0:00:00,,
184,"lincoln's sparrow",5/22/1927 0:00:00,,
185,"swamp sparrow",3/20/1927 0:00:00,,
186,"swamp sparrow",4/3/1927 0:00:00,,
187,"swamp sparrow",4/17/1927 0:00:00,,
188,"swamp sparrow",4/24/1927 0:00:00,,
189,"swamp sparrow",5/1/1927 0:00:00,,
190,"swamp sparrow",5/8/1927 0:00:00,,
191,"fox sparrow",3/13/1927 0:00:00,,
192,"fox sparrow",4/10/1927 0:00:00,,
193,"eastern towhee",4/10/1927 0:00:00,,
194,"eastern towhee",4/17/1927 0:00:00,,
195,"eastern towhee",4/24/1927 0:00:00,,
196,"eastern towhee",5/1/1927 0:00:00,,
197,"eastern towhee",5/8/1927 0:00:00,,
198,"northern cardinal",5/7/1927 0:00:00,,
199,"northern cardinal",5/15/1927 0:00:00,,
200,"northern cardinal",5/21/1927 0:00:00,,
201,"rose-breasted grosbeak",5/8/1927 0:00:00,,
202,"rose-breasted grosbeak",5/21/1927 0:00:00,,
203,"rose-breasted grosbeak",5/29/1927 0:00:00,,
204,"indigo bunting",5/15/1927 0:00:00,,
205,"indigo bunting",5/21/1927 0:00:00,,
206,"indigo bunting",5/22/1927 0:00:00,,
207,"indigo bunting",5/29/1927 0:00:00,,
208,"scarlet tanager",5/15/1927 0:00:00,,
209,"scarlet tanager",5/21/1927 0:00:00,,
210,"purple martin",4/17/1927 0:00:00,,
211,"purple martin",4/24/1927 0:00:00,,
212,"purple martin",5/1/1927 0:00:00,,
213,"purple martin",5/8/1927 0:00:00,,
214,"purple martin",5/15/1927 0:00:00,,
215,"purple martin",5/22/1927 0:00:00,,
216,"purple martin",5/29/1927 0:00:00,,
217,"barn swallow",5/15/1927 0:00:00,,
218,"red-eyed vireo",5/22/1927 0:00:00,,
219,"red-eyed vireo",5/29/1927 0:00:00,,
220,"philadelphia vireo",5/29/1927 0:00:00,,
221,"warbling vireo",5/15/1927 0:00:00,,
222,"warbling vireo",5/29/1927 0:00:00,,
223,"blue-headed vireo",5/15/1927 0:00:00,,
224,"blue-headed vireo",5/21/1927 0:00:00,,
225,"black and white warbler",5/7/1927 0:00:00,,
226,"black and white warbler",5/8/1927 0:00:00,,
227,"black and white warbler",5/15/1927 0:00:00,,
228,"black and white warbler",5/21/1927 0:00:00,,
229,"nashville warbler",5/15/1927 0:00:00,,
230,"nashville warbler",5/18/1927 0:00:00,,
231,"nashville warbler",5/21/1927 0:00:00,,
232,"orange-crowned warbler",5/7/1927 0:00:00,,
233,"tennessee warbler",5/7/1927 0:00:00,,
234,"cape may warbler",5/15/1927 0:00:00,,
235,"yellow warbler",5/15/1927 0:00:00,,
236,"yellow warbler",5/22/1927 0:00:00,,
237,"yellow warbler",5/29/1927 0:00:00,,
238,"black-throated blue warbler",5/15/1927 0:00:00,,
239,"yellow-rumped warbler",4/17/1927 0:00:00,,
240,"yellow-rumped warbler",4/24/1927 0:00:00,,
241,"yellow-rumped warbler",5/1/1927 0:00:00,,
242,"yellow-rumped warbler",5/7/1927 0:00:00,,
243,"yellow-rumped warbler",5/8/1927 0:00:00,,
244,"yellow-rumped warbler",5/15/1927 0:00:00,,
245,"yellow-rumped warbler",5/29/1927 0:00:00,,
246,"magnolia warbler",5/15/1927 0:00:00,,
247,"magnolia warbler",5/21/1927 0:00:00,,
248,"magnolia warbler",5/22/1927 0:00:00,,
249,"magnolia warbler",5/29/1927 0:00:00,,
250,"chestnut-sided warbler",5/15/1927 0:00:00,,
251,"chestnut-sided warbler",5/21/0197 0:00:00,,
252,"chestnut-sided warbler",5/22/1927 0:00:00,,
253,"bay-breasted warbler",5/22/1927 0:00:00,,
254,"bay-breasted warbler",5/29/1927 0:00:00,,
255,"black-poll warbler",5/15/1927 0:00:00,,
256,"black-poll warbler",5/22/0197 0:00:00,,
257,"black-poll warbler",5/29/1927 0:00:00,,
258,"blackburnian warbler",5/15/1927 0:00:00,,
259,"blackburnian warbler",5/22/1927 0:00:00,,
260,"black-throated green warbler",5/7/1927 0:00:00,,
261,"black-throated green warbler",5/15/1927 0:00:00,,
262,"black-throated green warbler",5/21/1927 0:00:00,,
263,"black-throated green warbler",5/22/1927 0:00:00,,
264,"palm warbler",5/1/1927 0:00:00,,
265,"palm warbler",5/7/1927 0:00:00,,
266,"palm warbler",5/8/1927 0:00:00,,
267,"palm warbler",5/15/1927 0:00:00,,
268,"palm warbler",5/21/1927 0:00:00,,
269,"oven-bird",5/21/1927 0:00:00,,
270,"northern waterthrush",5/15/1927 0:00:00,,
271,"northern waterthrush",5/21/1927 0:00:00,,
272,"northern waterthrush",5/22/1927 0:00:00,,
273,"mourning warbler",5/22/1927 0:00:00,,
274,"mourning warbler",5/29/1927 0:00:00,,
275,"common yellow-throat",5/15/1927 0:00:00,,
276,"common yellow-throat",5/21/1927 0:00:00,,
277,"common yellow-throat",5/22/1927 0:00:00,,
278,"common yellow-throat",5/29/1927 0:00:00,,
279,"wilson's warbler",5/15/1927 0:00:00,,
280,"wilson's warbler",5/21/1927 0:00:00,,
281,"wilson's warbler",5/22/1927 0:00:00,,
282,"wilson's warbler",5/29/1927 0:00:00,,
283,"canadian warbler",5/22/1927 0:00:00,,
284,"american redstart",5/21/1927 0:00:00,,
285,"american redstart",5/22/1927 0:00:00,,
286,"american redstart",5/29/1927 0:00:00,,
287,"gray catbird",5/15/1927 0:00:00,,
288,"gray catbird",5/22/1927 0:00:00,,
289,"gray catbird",5/29/1927 0:00:00,,
290,"brown thrasher",4/17/1927 0:00:00,,
291,"brown thrasher",4/24/1927 0:00:00,,
292,"brown thrasher",5/7/1927 0:00:00,,
293,"brown thrasher",5/8/1927 0:00:00,,
294,"brown thrasher",5/15/1927 0:00:00,,
295,"brown thrasher",5/22/1927 0:00:00,,
296,"brown thrasher",5/29/1927 0:00:00,,
297,"house wren",4/24/1927 0:00:00,,
298,"house wren",5/8/1927 0:00:00,,
299,"house wren",5/21/1927 0:00:00,,
300,"brown creeper",3/20/1927 0:00:00,,
301,"brown creeper",4/10/1927 0:00:00,,
302,"red-breasted nuthatch",5/1/1927 0:00:00,,
303,"golden-crowned kinglet",4/10/1927 0:00:00,,
304,"golden-crowned kinglet",4/17/1927 0:00:00,,
305,"ruby-crowned kinglet",4/17/1927 0:00:00,,
306,"ruby-crowned kinglet",4/24/1927 0:00:00,,
307,"ruby-crowned kinglet",5/1/1927 0:00:00,,
308,"wood thrush",5/7/1927 0:00:00,,
309,"wood thrush",5/21/1927 0:00:00,,
310,"veery",5/15/1927 0:00:00,,
311,"veery",5/21/1927 0:00:00,,
312,"gray-cheeked thrush",5/15/1927 0:00:00,,
313,"gray-cheeked thrush",5/22/1927 0:00:00,,
314,"gray-cheeked thrush",5/29/1927 0:00:00,,
315,"swainson's thrush",5/7/1927 0:00:00,,
316,"swainson's thrush",5/15/1927 0:00:00,,
317,"swainson's thrush",5/18/1927 0:00:00,,
318,"swainson's thrush",5/22/1927 0:00:00,,
319,"swainson's thrush",5/29/1927 0:00:00,,
320,"american robin",3/13/1927 0:00:00,,
321,"american robin",3/20/1927 0:00:00,,
322,"american robin",3/27/1927 0:00:00,,
323,"american robin",4/3/1927 0:00:00,,
324,"american robin",4/10/1927 0:00:00,,
325,"american robin",4/17/1927 0:00:00,,
326,"american robin",4/24/1927 0:00:00,,
327,"american robin",5/1/1927 0:00:00,,
328,"american robin",5/7/1027 0:00:00,,
329,"american robin",5/8/1927 0:00:00,,
330,"american robin",5/15/1927 0:00:00,,
331,"american robin",5/22/1927 0:00:00,,
332,"american robin",5/29/1927 0:00:00,,
333,"eastern bluebird",3/13/1927 0:00:00,,
334,"eastern bluebird",4/17/1927 0:00:00,,
335,"eastern bluebird",5/8/1927 0:00:00,,
336,"eastern bluebird",5/21/1927 0:00:00,,
337,"eastern bluebird",5/22/1927 0:00:00,,
338,"eastern bluebird",5/29/1927 0:00:00,,
339,"horned grebe",4/15/1928 0:00:00,,
340,"horned grebe",4/22/1928 0:00:00,,
341,"pie-billed grebe",4/1/1928 0:00:00,,
342,"pie-billed grebe",4/22/1928 0:00:00,,
343,"pie-billed grebe",5/1/1928 0:00:00,,
344,"pie-billed grebe",5/2/1928 0:00:00,,
345,"red-throated loon",5/15/1928 0:00:00,,
346,"glaucous gull",4/22/1928 0:00:00,,
347,"herring gull",3/4/1928 0:00:00,,
348,"herring gull",3/11/1928 0:00:00,,
349,"herring gull",3/18/1928 0:00:00,,
350,"herring gull",3/25/1928 0:00:00,,
351,"herring gull",4/1/1928 0:00:00,,
352,"herring gull",4/8/1928 0:00:00,,
353,"herring gull",4/15/1928 0:00:00,,
354,"herring gull",4/22/1928 0:00:00,,
355,"herring gull",4/29/1928 0:00:00,,
356,"herring gull",5/1/1928 0:00:00,,
357,"herring gull",5/3/1928 0:00:00,,
358,"herring gull",5/4/1928 0:00:00,,
359,"herring gull",5/6/1928 0:00:00,,
360,"herring gull",5/7/1928 0:00:00,,
361,"herring gull",5/8/1928 0:00:00,,
362,"herring gull",5/10/1928 0:00:00,,
363,"herring gull",5/11/1928 0:00:00,,
364,"herring gull",5/12/1928 0:00:00,,
365,"herring gull",5/13/1928 0:00:00,,
366,"herring gull",5/14/1928 0:00:00,,
367,"herring gull",5/15/1928 0:00:00,,
368,"herring gull",5/17/1928 0:00:00,,
369,"herring gull",5/19/1928 0:00:00,,
370,"herring gull",5/21/1928 0:00:00,,
371,"herring gull",5/23/1928 0:00:00,,
372,"herring gull",5/24/1928 0:00:00,,
373,"herring gull",5/26/1928 0:00:00,,
374,"herring gull",5/27/1928 0:00:00,,
375,"herring gull",5/29/1928 0:00:00,,
376,"herring gull",5/30/1928 0:00:00,,
377,"herring gull",5/31/1928 0:00:00,,
378,"ring-billed gull",4/8/1928 0:00:00,,
379,"common tern",4/29/1928 0:00:00,,
380,"common tern",5/5/1928 0:00:00,,
381,"common tern",5/6/1928 0:00:00,,
382,"common tern",5/7/1928 0:00:00,,
383,"common tern",5/9/1928 0:00:00,,
384,"common tern",5/10/1928 0:00:00,,
385,"common tern",5/12/1928 0:00:00,,
386,"common tern",5/13/1928 0:00:00,,
387,"common tern",5/14/1928 0:00:00,,
388,"common tern",5/15/1928 0:00:00,,
389,"common tern",5/16/1928 0:00:00,,
390,"common tern",5/17/1928 0:00:00,,
391,"common tern",5/18/1928 0:00:00,,
392,"common tern",5/19/1928 0:00:00,,
393,"common tern",5/20/1928 0:00:00,,
394,"common tern",5/21/1928 0:00:00,,
395,"common tern",5/22/1928 0:00:00,,
396,"common tern",5/25/1928 0:00:00,,
397,"common tern",5/26/1928 0:00:00,,
398,"common tern",5/28/1928 0:00:00,,
399,"common tern",5/29/1928 0:00:00,,
400,"common tern",5/30/1928 0:00:00,,
401,"common tern",5/31/1928 0:00:00,,
402,"common merganser",3/4/1928 0:00:00,,
403,"common merganser",3/11/1928 0:00:00,,
404,"common merganser",3/18/1928 0:00:00,,
405,"common merganser",3/25/1928 0:00:00,,
406,"common merganser",4/1/1928 0:00:00,,
407,"common merganser",4/8/1928 0:00:00,,
408,"red-breasted merganser",3/18/1928 0:00:00,,
409,"red-breasted merganser",4/1/1928 0:00:00,,
410,"red-breasted merganser",4/8/1928 0:00:00,,
411,"red-breasted merganser",4/15/1928 0:00:00,,
412,"red-breasted merganser",4/22/1928 0:00:00,,
413,"red-breasted merganser",4/29/1928 0:00:00,,
414,"redhead",4/1/1928 0:00:00,,
415,"redhead",4/8/1928 0:00:00,,
416,"canvasback",4/8/1928 0:00:00,,
417,"canvasback",4/15/1928 0:00:00,,
418,"canvasback",4/22/1928 0:00:00,,
419,"lesser scaup",3/11/1928 0:00:00,,
420,"lesser scaup",4/8/1928 0:00:00,,
421,"lesser scaup",4/15/1928 0:00:00,,
422,"lesser scaup",4/29/1928 0:00:00,,
423,"lesser scaup",5/5/1928 0:00:00,,
424,"common golden-eye",3/4/1928 0:00:00,,
425,"common golden-eye",3/11/1928 0:00:00,,
426,"common golden-eye",3/18/1928 0:00:00,,
427,"common golden-eye",3/25/1928 0:00:00,,
428,"common golden-eye",4/1/1928 0:00:00,,
429,"common golden-eye",4/8/1928 0:00:00,,
430,"common golden-eye",4/22/1928 0:00:00,,
431,"common golden-eye",5/5/1928 0:00:00,,
432,"long-tailed duck",3/4/1928 0:00:00,,
433,"long-tailed duck",3/11/1928 0:00:00,,
434,"long-tailed duck",3/18/1928 0:00:00,,
435,"long-tailed duck",3/25/1928 0:00:00,,
436,"long-tailed duck",4/8/1928 0:00:00,,
437,"long-tailed duck",4/15/1928 0:00:00,,
438,"long-tailed duck",4/29/1928 0:00:00,,
439,"long-tailed duck",5/9/1928 0:00:00,,
440,"long-tailed duck",5/10/1928 0:00:00,,
441,"ruddy duck",4/8/1928 0:00:00,,
442,"american bittern",5/18/1928 0:00:00,,
443,"green heron",5/4/1928 0:00:00,,
444,"green heron",5/8/1928 0:00:00,,
445,"green heron",5/15/1928 0:00:00,,
446,"green heron",5/17/1928 0:00:00,,
447,"green heron",5/21/1928 0:00:00,,
448,"green heron",5/22/1928 0:00:00,,
449,"american coot",4/1/1928 0:00:00,,
450,"solitary sandpiper",5/4/1928 0:00:00,,
451,"spotted sandpiper",5/6/1928 0:00:00,,
452,"spotted sandpiper",5/7/1928 0:00:00,,
453,"spotted sandpiper",5/8/1928 0:00:00,,
454,"spotted sandpiper",5/9/1928 0:00:00,,
455,"spotted sandpiper",5/11/1928 0:00:00,,
456,"spotted sandpiper",5/12/1928 0:00:00,,
457,"spotted sandpiper",5/14/1928 0:00:00,,
458,"spotted sandpiper",5/15/1928 0:00:00,,
459,"spotted sandpiper",5/17/1928 0:00:00,,
460,"spotted sandpiper",5/18/1928 0:00:00,,
461,"spotted sandpiper",5/19/1928 0:00:00,,
462,"spotted sandpiper",5/20/1928 0:00:00,,
463,"spotted sandpiper",5/21/1928 0:00:00,,
464,"spotted sandpiper",5/22/1928 0:00:00,,
465,"spotted sandpiper",5/23/1928 0:00:00,,
466,"spotted sandpiper",5/24/1928 0:00:00,,
467,"spotted sandpiper",5/25/1928 0:00:00,,
468,"spotted sandpiper",5/26/1928 0:00:00,,
469,"spotted sandpiper",5/28/1928 0:00:00,,
470,"spotted sandpiper",5/29/1928 0:00:00,,
471,"spotted sandpiper",5/30/1928 0:00:00,,
472,"spotted sandpiper",5/31/1928 0:00:00,,
473,"killdeer",4/1/1928 0:00:00,,
474,"killdeer",4/8/1928 0:00:00,,
475,"killdeer",4/15/1928 0:00:00,,
476,"killdeer",5/2/1928 0:00:00,,
477,"killdeer",5/8/1928 0:00:00,,
478,"killdeer",5/9/1928 0:00:00,,
479,"killdeer",5/20/1928 0:00:00,,
480,"killdeer",5/21/1928 0:00:00,,
481,"killdeer",5/23/1928 0:00:00,,
482,"killdeer",5/28/1928 0:00:00,,
483,"mourning dove",5/8/1928 0:00:00,,
484,"mourning dove",5/11/1928 0:00:00,,
485,"eastern screech owl",5/31/1928 0:00:00,,
486,"black-billed cuckoo",5/15/1928 0:00:00,,
487,"belted kingfisher",4/1/1928 0:00:00,,
488,"belted kingfisher",4/8/1928 0:00:00,,
489,"belted kingfisher",4/15/1928 0:00:00,,
490,"belted kingfisher",5/1/1928 0:00:00,,
491,"belted kingfisher",5/6/1928 0:00:00,,
492,"belted kingfisher",5/22/1928 0:00:00,,
493,"belted kingfisher",5/27/1928 0:00:00,,
494,"downy woodpecker",4/1/1928 0:00:00,,
495,"downy woodpecker",4/22/1928 0:00:00,,
496,"downy woodpecker",5/9/1928 0:00:00,,
497,"yellow-bellied sapsucker",4/8/1928 0:00:00,,
498,"yellow-bellied sapsucker",4/15/1928 0:00:00,,
499,"yellow-bellied sapsucker",4/22/1928 0:00:00,,
500,"yellow-bellied sapsucker",5/2/1928 0:00:00,,
501,"yellow-bellied sapsucker",5/11/1928 0:00:00,,
502,"yellow-bellied sapsucker",5/12/1928 0:00:00,,
503,"yellow-bellied sapsucker",5/14/1928 0:00:00,,
504,"red-headed woodpecker",5/3/1928 0:00:00,,
505,"red-headed woodpecker",5/4/1928 0:00:00,,
506,"red-headed woodpecker",5/5/1928 0:00:00,,
507,"red-headed woodpecker",5/6/1928 0:00:00,,
508,"red-headed woodpecker",5/7/1928 0:00:00,,
509,"red-headed woodpecker",5/8/1928 0:00:00,,
510,"red-headed woodpecker",5/7/1928 0:00:00,,
511,"red-headed woodpecker",5/8/1928 0:00:00,,
512,"red-headed woodpecker",5/9/1928 0:00:00,,
513,"red-headed woodpecker",5/10/1928 0:00:00,,
514,"red-headed woodpecker",5/11/1928 0:00:00,,
515,"red-headed woodpecker",5/12/1928 0:00:00,,
516,"red-headed woodpecker",5/13/1928 0:00:00,,
517,"red-headed woodpecker",5/14/1928 0:00:00,,
518,"red-headed woodpecker",5/15/1928 0:00:00,,
519,"red-headed woodpecker",5/16/1928 0:00:00,,
520,"red-headed woodpecker",5/17/1928 0:00:00,,
521,"red-headed woodpecker",5/18/1928 0:00:00,,
522,"red-headed woodpecker",5/19/1928 0:00:00,,
523,"red-headed woodpecker",5/20/1928 0:00:00,,
524,"red-headed woodpecker",5/21/1928 0:00:00,,
525,"red-headed woodpecker",5/22/1928 0:00:00,,
526,"red-headed woodpecker",5/23/1928 0:00:00,,
527,"red-headed woodpecker",5/24/1928 0:00:00,,
528,"red-headed woodpecker",5/25/1928 0:00:00,,
529,"red-headed woodpecker",5/26/1928 0:00:00,,
530,"red-headed woodpecker",5/27/1928 0:00:00,,
531,"red-headed woodpecker",5/28/1928 0:00:00,,
532,"red-headed woodpecker",5/29/1928 0:00:00,,
533,"red-headed woodpecker",5/30/1928 0:00:00,,
534,"northern flicker",4/1/1928 0:00:00,,
535," northern flicker",4/8/1928 0:00:00,,
536,"northern flicker",4/15/1928 0:00:00,,
537,"northern flicker",4/22/1928 0:00:00,,
538,"northern flicker",4/29/1928 0:00:00,,
539,"northern flicker",5/3/1928 0:00:00,,
540,"northern flicker",5/4/1928 0:00:00,,
541,"northern flicker",5/5/1928 0:00:00,,
542,"northern flicker",5/6/1928 0:00:00,,
543,"northern flicker",5/7/1928 0:00:00,,
544,"northern flicker",5/8/1928 0:00:00,,
545,"northern flicker",5/7/1928 0:00:00,,
546,"northern flicker",5/8/1928 0:00:00,,
547,"northern flicker",5/9/1928 0:00:00,,
548,"northern flicker",5/10/1928 0:00:00,,
549,"northern flicker",5/11/1928 0:00:00,,
550,"northern flicker",5/12/1928 0:00:00,,
551,"northern flicker",5/13/1928 0:00:00,,
552,"northern flicker",5/14/1928 0:00:00,,
553,"northern flicker",5/15/1928 0:00:00,,
554,"northern flicker",5/16/1928 0:00:00,,
555,"northern flicker",5/17/1928 0:00:00,,
556,"northern flicker",5/18/1928 0:00:00,,
557,"northern flicker",5/19/1928 0:00:00,,
558,"northern flicker",5/20/1928 0:00:00,,
559,"northern flicker",5/21/1928 0:00:00,,
560,"northern flicker",5/22/1928 0:00:00,,
561,"northern flicker",5/23/1928 0:00:00,,
562,"northern flicker",5/24/1928 0:00:00,,
563,"northern flicker",5/25/1928 0:00:00,,
564,"northern flicker",5/26/1928 0:00:00,,
565,"northern flicker",5/27/1928 0:00:00,,
566,"northern flicker",5/28/1928 0:00:00,,
567,"northern flicker",5/29/1928 0:00:00,,
568,"northern flicker",5/30/1928 0:00:00,,
569,"northern flicker",5/31/1928 0:00:00,,
570,"northern flicker",5/1/1928 0:00:00,,
571,"northern flicker",5/2/1928 0:00:00,,
572,"northern flicker",5/3/1928 0:00:00,,
573,"common nighthawk",5/21/1928 0:00:00,,
574,"chimney swift",5/14/1928 0:00:00,,
575,"chimney swift",5/17/1928 0:00:00,,
576,"chimney swift",5/19/1928 0:00:00,,
577,"chimney swift",5/21/1928 0:00:00,,
578,"chimney swift",5/22/1928 0:00:00,,
579,"chimney swift",5/24/1928 0:00:00,,
580,"chimney swift",5/25/1928 0:00:00,,
581,"chimney swift",5/26/1928 0:00:00,,
582,"chimney swift",5/27/1928 0:00:00,,
583,"chimney swift",5/28/1928 0:00:00,,
